png_name,area,circumferfence,short dia,long dia,Count,aspect,labels
reshape-n1143,90.50974350186452,68.61254015905487,9.386663794517515,12.314606189727783,4.0,0.2377617562510937,1
reshape-n1144,104.0861010965414,72.78414307405302,10.315649032592772,12.786165714263916,2.0,0.193217946402423,1
reshape-n1146,94.85059614054788,69.64830170500468,9.44818115234375,12.59388542175293,5.0,0.2497802833727331,1
reshape-n114,108.24536689713982,73.90557082902029,10.86349697113037,12.617881679534912,10.0,0.1390395593303112,1
reshape-n1152,104.46779958947752,72.59505985944206,10.730299186706542,12.34207706451416,5.0,0.1305921093655936,1
reshape-n1154,116.58016891063538,77.2340142770391,10.693848927815756,13.785213947296144,6.0,0.2242522336830858,1
reshape-n1155,116.12021787693293,77.94550962469854,10.086768341064452,14.510479164123534,5.0,0.3048631801213357,1
reshape-n1156,93.6575419459046,68.31164004960775,9.713613748550417,11.963329792022703,4.0,0.1880509927070994,1
reshape-n1157,109.838151864478,75.19615445634258,10.32715924580892,13.454867045084637,3.0,0.2324592126250952,1
reshape-n1158,125.19933069762388,79.71130225946096,11.155685583750406,14.10643990834554,6.0,0.2091778183416378,1
reshape-n1159,119.45377450656868,78.14458825499854,10.876335144042969,13.89933853149414,5.0,0.2174926080547954,1
reshape-n115,91.96663881631989,68.25864675755797,9.701934623718262,11.948292922973632,10.0,0.1880066310507147,1
reshape-n1160,150.2407466244334,88.19209841921928,11.859628041585289,16.05361334482829,3.0,0.2612486804781618,1
reshape-n1162,105.0202121461882,72.85329353343323,10.84199857711792,12.322612762451172,2.0,0.1201542411399068,1
reshape-n1163,142.3735904055712,86.58236829952428,11.380772908528646,15.961432139078775,3.0,0.2869829718684945,1
reshape-n1164,115.78976286983108,76.02339045757493,11.10061264038086,13.043497085571287,3.0,0.1489542591564379,1
reshape-n1166,108.76254495466836,74.71134523745077,10.254278659820557,13.417423963546751,4.0,0.2357490761505348,1
reshape-n1167,116.0379142326925,76.89841999111397,10.881669044494627,13.509374618530272,4.0,0.1945097865915514,1
reshape-n1168,127.1587855845869,80.97301594201369,11.192351818084717,14.46852970123291,4.0,0.2264347484367412,1
reshape-n1169,123.15742395951948,79.44629441340679,11.13440450032552,14.064099629720053,3.0,0.2083101802836737,1
reshape-n116,89.65664401514321,67.23469976721157,9.815890630086264,11.546684424082438,6.0,0.1498953059101823,1
reshape-n1170,140.07943532001676,85.08104051291912,11.539198875427246,15.389997863769532,5.0,0.2502143939478816,1
reshape-n1171,115.97705628962584,76.95464436314879,11.057579612731931,13.3716552734375,5.0,0.1730582798752245,1
reshape-n1172,112.84227648900742,76.05949342725023,10.70317006111145,13.4274001121521,4.0,0.2028858921523579,1
reshape-n1173,108.27454001385964,74.3476665649678,10.66940951347351,12.92856764793396,4.0,0.1747415642614881,1
reshape-n1174,137.73486687791507,85.32957373060933,11.077218532562256,15.85180687904358,4.0,0.3012015212469835,1
reshape-n1175,110.23807518075704,75.67685430906695,10.222749471664429,13.732985734939575,4.0,0.2556061974450592,1
reshape-n1177,116.30341762513932,77.34175113125715,10.792414665222168,13.732098579406738,6.0,0.2140739011729096,1
reshape-n1178,119.09038046878337,78.98743924819065,10.453985977172852,14.504835510253908,5.0,0.2792757994544225,1
reshape-n1179,111.8674385799872,75.50434921167677,10.725926399230955,13.237174352010092,3.0,0.1897117833458013,1
reshape-n117,110.82859335638882,75.3691368204988,10.562185049057009,13.32737684249878,4.0,0.2074820743887151,1
reshape-n1180,135.8627157482908,83.67633937327987,11.5477294921875,14.969879150390623,3.0,0.2286023570279674,1
reshape-n1181,131.83162676819694,82.3554649176601,11.348063945770264,14.75390601158142,4.0,0.2308434161867142,1
reshape-n1182,108.20392566582548,74.68977536603686,10.304568672180176,13.36098346710205,5.0,0.2287567230696379,1
reshape-n1183,107.98181166696806,74.59518896287727,10.383070309956867,13.252449671427408,3.0,0.2165169031093919,1
reshape-n1184,105.41798177860738,73.52524189463001,10.30781094233195,13.012460708618164,6.0,0.207850753739062,1
reshape-n1185,119.39589297539916,77.80160220517406,11.355616569519045,13.366364161173502,3.0,0.150433398896557,1
reshape-n1186,128.84545851924702,82.29007693023703,10.770018815994264,15.217166900634766,8.0,0.2922454694543038,1
reshape-n1187,148.95761198925427,87.23138516735361,12.380559285481771,15.302900632222494,3.0,0.1909664982459146,1
reshape-n1188,92.4366358156308,68.32452672388106,10.250688076019289,11.479871273040771,2.0,0.1070729076821693,1
reshape-n1189,114.80732006733872,76.30513586913062,11.172937393188477,13.068321704864502,2.0,0.1450365513247577,1
reshape-n118,112.19924018585672,75.50420846009058,10.823126673698424,13.143244504928589,8.0,0.1765255017785101,1
reshape-n1190,114.37068010919408,76.53281166833867,10.727698707580569,13.546517181396483,5.0,0.2080843685554111,1
reshape-n1191,116.32414562918808,77.05703208771932,10.893862088521322,13.5428737004598,6.0,0.1956018841000149,1
reshape-n1192,120.26309682369656,77.86597754110338,11.48642349243164,13.265236735343931,8.0,0.134095853575897,1
reshape-n1193,121.44086898425226,78.8842137834876,11.078509330749512,13.944954872131348,5.0,0.2055543074657314,1
reshape-n1194,108.72933713764084,74.34861142051308,10.791394233703612,12.828800837198893,3.0,0.1588150466556108,1
reshape-n1195,114.09480881913362,76.19594389500024,10.752162456512451,13.4193647702535,6.0,0.1987577176270962,1
reshape-n1196,111.3140233759976,75.17545409554506,11.101728916168211,12.78729486465454,2.0,0.131815678478285,1
reshape-n1197,106.76862572169244,73.73019833384187,10.283998489379885,13.096363544464111,6.0,0.2147439665626131,1
reshape-n1198,131.16679834753893,81.96271668604537,11.762652587890624,14.212826156616211,5.0,0.1723917215145143,1
reshape-n1199,119.21827201195306,78.07769867778079,10.840335051218668,13.903712590535482,6.0,0.2203280252931949,1
reshape-n119,107.36418966155703,73.23816369134953,10.658590056679463,12.606771209023217,11.0,0.1545345053100793,1
reshape-n11,138.59134315136103,84.29720147904844,11.814401308695476,14.926422437032064,3.0,0.2084907580141739,1
reshape-n1200,109.51367723543972,74.72463893061249,10.652543067932127,13.064787292480467,5.0,0.1846370836773381,1
reshape-n1201,114.5299402873375,76.81715278275819,10.426491737365724,13.89176025390625,5.0,0.2494477627891771,1
reshape-n1202,123.11137817159248,79.47044536274221,11.056788444519045,14.140349706013998,6.0,0.2180682462318093,1
reshape-n1203,125.19691920890554,80.98780326777413,10.684827995300292,14.90301742553711,5.0,0.2830426422912669,1
reshape-n1204,156.82087427756716,90.84966307818284,11.865282773971558,16.833280563354492,4.0,0.2951295067343026,1
reshape-n1205,139.26588721259768,84.72690408424009,11.830120658874511,15.025042533874512,5.0,0.2126397890586287,1
reshape-n1206,179.1476372003579,95.75521323627744,13.327558040618896,17.038766384124756,2.0,0.2178096852694477,1
reshape-n1208,124.72440750361872,79.34075943509819,11.399153436933243,13.789294787815638,7.0,0.1733331100437673,1
reshape-n1210,110.7920228435566,74.68816757323783,10.95935026804606,12.77431583404541,6.0,0.1420792776363179,1
reshape-n1211,146.75972938560292,88.12588182644758,11.350985050201416,16.46192455291748,2.0,0.3104703515246201,1
reshape-n1212,137.0107919630689,83.91279581981793,11.747539520263672,14.853316307067873,3.0,0.2090965224598585,1
reshape-n1216,131.36063199695735,82.94062162996572,11.00862471262614,15.20955753326416,3.0,0.2762034866201954,1
reshape-n1217,140.7573963682328,86.34685088544819,11.099897384643556,16.14717674255371,3.0,0.3125796811654838,1
reshape-n1218,35.929934390313264,43.53314241600824,5.6617724895477295,8.06600284576416,8.0,0.2980696141805858,1
reshape-n1219,156.43798333682776,89.0857219900389,13.130182266235352,15.183009386062622,4.0,0.1352055490205835,1
reshape-n121,82.32336151980428,64.30126098348462,9.588206972394673,10.85179601396833,7.0,0.1164405449519303,1
reshape-n1220,118.1786622373466,77.88640837923732,10.95194403330485,13.743902842203775,3.0,0.2031416287610519,1
reshape-n1223,114.03544564508115,76.4732161482755,10.681877136230469,13.56646203994751,4.0,0.2126261729272639,1
reshape-n1224,104.72894732809549,73.29788406266086,10.397743225097656,12.854945182800291,2.0,0.1911483808573786,1
reshape-n1226,35.01794385060799,42.589518215865226,5.593688726425171,7.858112859725952,10.0,0.2881638599142939,1
reshape-n122,96.8431892684674,69.95607726041703,10.234352535671658,11.989590538872612,9.0,0.1463968262727678,1
reshape-n1231,117.21977766409805,77.87308535240491,10.582817395528158,14.0713259379069,6.0,0.2479161208952605,1
reshape-n1233,121.73115172730884,79.76376598389302,10.650078455607096,14.55551052093506,6.0,0.2683129567809261,1
reshape-n1234,114.95698402462077,77.97899185535671,10.052566289901732,14.558509826660156,4.0,0.3095058210220768,1
reshape-n1235,90.50974350186452,68.61254015905487,9.386663794517515,12.314606189727783,4.0,0.2377617562510937,1
reshape-n1236,104.0861010965414,72.78414307405302,10.315649032592772,12.786165714263916,2.0,0.193217946402423,1
reshape-n1238,94.85059614054788,69.64830170500468,9.44818115234375,12.59388542175293,5.0,0.2497802833727331,1
reshape-n1245,104.46779958947752,72.59505985944206,10.730299186706542,12.34207706451416,5.0,0.1305921093655936,1
reshape-n1246,116.58016891063538,77.2340142770391,10.693848927815756,13.785213947296144,6.0,0.2242522336830858,1
reshape-n1247,116.12021787693293,77.94550962469854,10.086768341064452,14.510479164123534,5.0,0.3048631801213357,1
reshape-n1248,93.6575419459046,68.31164004960775,9.713613748550417,11.963329792022703,4.0,0.1880509927070994,1
reshape-n1249,109.838151864478,75.19615445634258,10.32715924580892,13.454867045084637,3.0,0.2324592126250952,1
reshape-n124,106.81584016098286,73.92226600128987,10.229024505615234,13.202826881408692,5.0,0.2252398219339648,1
reshape-n1250,125.19933069762388,79.71130225946096,11.155685583750406,14.10643990834554,6.0,0.2091778183416378,1
reshape-n1251,119.45377450656868,78.14458825499854,10.876335144042969,13.89933853149414,5.0,0.2174926080547954,1
reshape-n1252,83.56651012901604,63.46993315647727,9.18794641494751,10.967846488952636,5.0,0.162283459729121,1
reshape-n1253,150.2407466244334,88.19209841921928,11.859628041585289,16.05361334482829,3.0,0.2612486804781618,1
reshape-n1255,105.0202121461882,72.85329353343323,10.84199857711792,12.322612762451172,2.0,0.1201542411399068,1
reshape-n1256,142.3735904055712,86.58236829952428,11.380772908528646,15.961432139078775,3.0,0.2869829718684945,1
reshape-n1257,108.76254495466836,74.71134523745077,10.254278659820557,13.417423963546751,4.0,0.2357490761505348,1
reshape-n1258,116.0379142326925,76.89841999111397,10.881669044494627,13.509374618530272,4.0,0.1945097865915514,1
reshape-n1259,127.1587855845869,80.97301594201369,11.192351818084717,14.46852970123291,4.0,0.2264347484367412,1
reshape-n125,79.07686639918012,63.15615729061769,8.91971488793691,11.104167739550272,12.0,0.196723689955879,1
reshape-n1260,123.15742395951948,79.44629441340679,11.13440450032552,14.064099629720053,3.0,0.2083101802836737,1
reshape-n1261,140.07943532001676,85.08104051291912,11.539198875427246,15.389997863769532,5.0,0.2502143939478816,1
reshape-n1262,115.97705628962584,76.95464436314879,11.057579612731931,13.3716552734375,5.0,0.1730582798752245,1
reshape-n1264,112.84227648900742,76.05949342725023,10.70317006111145,13.4274001121521,4.0,0.2028858921523579,1
reshape-n1265,108.27454001385964,74.3476665649678,10.66940951347351,12.92856764793396,4.0,0.1747415642614881,1
reshape-n1266,137.73486687791507,85.32957373060933,11.077218532562256,15.85180687904358,4.0,0.3012015212469835,1
reshape-n1267,110.23807518075704,75.67685430906695,10.222749471664429,13.732985734939575,4.0,0.2556061974450592,1
reshape-n1268,116.30341762513932,77.34175113125715,10.792414665222168,13.732098579406738,6.0,0.2140739011729096,1
reshape-n1269,119.09038046878337,78.98743924819065,10.453985977172852,14.504835510253908,5.0,0.2792757994544225,1
reshape-n126,102.8498309976016,72.42794200761357,10.265953222910564,12.709972461064655,12.0,0.1922914660626548,1
reshape-n1270,111.8674385799872,75.50434921167677,10.725926399230955,13.237174352010092,3.0,0.1897117833458013,1
reshape-n1271,135.8627157482908,83.67633937327987,11.5477294921875,14.969879150390623,3.0,0.2286023570279674,1
reshape-n1272,131.83162676819694,82.3554649176601,11.348063945770264,14.75390601158142,4.0,0.2308434161867142,1
reshape-n1273,108.20392566582548,74.68977536603686,10.304568672180176,13.36098346710205,5.0,0.2287567230696379,1
reshape-n1274,92.38971590851835,68.2955717197582,10.267339706420898,11.455334663391112,2.0,0.103706700142668,1
reshape-n1276,107.98181166696806,74.59518896287727,10.383070309956867,13.252449671427408,3.0,0.2165169031093919,1
reshape-n1277,105.41798177860738,73.52524189463001,10.30781094233195,13.012460708618164,6.0,0.207850753739062,1
reshape-n1278,147.56847269279643,86.77578838315877,12.015199054371228,15.483509757302024,11.0,0.2240002917487839,1
reshape-n1279,139.06593506439012,83.88881389171304,11.717113780975344,14.87620668411255,10.0,0.2123587666008327,1
reshape-n1280,136.41505548902634,82.56270509370698,11.714687260714443,14.484047456221148,11.0,0.1912007126376279,1
reshape-n1281,116.79716284468186,77.35622374209441,10.534432324496182,13.937103444879703,11.0,0.2441447847352826,1
reshape-n1283,141.46535832661897,84.32333053621372,12.104850888252258,14.650941967964172,8.0,0.1737834389951998,1
reshape-n1284,74.56117042212853,61.69485773235343,8.631386578083038,10.935110807418823,8.0,0.2106722345943531,1
reshape-n1287,158.00506083248368,88.24247335221736,13.152621078491212,14.889114570617677,5.0,0.116628392097491,1
reshape-n1288,158.62704764920576,89.03598894648854,12.668802897135416,15.594520568847656,3.0,0.1876119024496842,1
reshape-n1289,169.37873017511845,93.45704208304474,12.44377088546753,17.117910861968994,2.0,0.2730555156053558,1
reshape-n128,118.524849109559,77.18467031376466,11.308469200134278,13.214448738098143,5.0,0.1442345099473426,1
reshape-n1290,144.514328896304,86.0082425544134,12.000779151916504,15.261930465698242,8.0,0.2136788213726499,1
reshape-n1292,173.97383243965766,91.64972190262893,12.414493560791016,16.58479642868042,4.0,0.2514533648828885,1
reshape-n1293,102.86898665748012,72.84404871800302,10.021998405456545,13.047890090942383,5.0,0.2319065890650289,1
reshape-n1294,125.19527466100313,78.76004937765136,11.392035722732544,13.626732349395752,4.0,0.1639935803657507,1
reshape-n1295,112.29825453214,76.78821592824984,10.151301595899794,14.108639187282986,9.0,0.2804903817336396,1
reshape-n1296,126.72423013422208,79.11737847415073,11.716304302215576,13.428891817728678,6.0,0.1275300701471257,1
reshape-n1297,101.55759040386832,72.16962818635757,10.01258765326606,12.854564348856607,9.0,0.2210869710137891,1
reshape-n1298,172.9722066452479,94.11249855017192,13.073500871658323,16.750059843063354,8.0,0.2194952737991316,1
reshape-n1299,160.52247708767217,90.27477399815687,12.620997292654854,15.991346631731306,7.0,0.2107608206296232,1
reshape-n129,89.6990777197454,66.99558255149856,9.778630603443492,11.501404242082076,11.0,0.1497881130319017,1
reshape-n12,123.4548799783854,79.16790221977651,11.494927951267789,13.652478763035363,7.0,0.1580336325158205,1
reshape-n1300,162.62017834152533,88.75205275741222,12.597279003688268,15.56343582698277,7.0,0.1905849618470487,1
reshape-n1302,122.90201512904552,79.00892985735857,10.981420380728585,14.066855430603027,7.0,0.2193407805387656,1
reshape-n1303,128.4651055878799,80.86273675088482,10.993129686875776,14.603601455688477,11.0,0.247231601038135,1
reshape-n1304,136.84765192918437,82.88140118273273,11.903641064961752,14.4031007554796,9.0,0.1735362220226737,1
reshape-n1305,124.3026363096362,79.03086638545021,11.472976303100586,13.620877075195311,5.0,0.1576918109044697,1
reshape-n1306,122.3966420499006,78.4035097969545,11.444006323814392,13.46066188812256,8.0,0.1498184547735819,1
reshape-n1307,143.8396025952,84.01591568005054,12.649634742736817,14.062211418151856,5.0,0.1004519583307963,1
reshape-n1308,130.29118406134697,81.0925046809196,11.701600646972656,14.047364807128906,5.0,0.1669896234890829,1
reshape-n1309,138.19259877172288,83.17843675216544,12.266774559020996,14.168527412414551,10.0,0.1342237480323627,1
reshape-n130,95.09131834613972,69.86716632671934,9.811222314834597,12.340468645095823,4.0,0.204955452098358,1
